index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
811,Machine Learning Engineer,$145K-$170K (Glassdoor est.),SQL data analysis SQL Python data analysis SQL SQL statistics Python Python,1.1,Company_811,"New York, NY","San Francisco, CA",1000+ employees,1805,Private,Biotech,Business Services,$1M-$10M,"Company A, Company B"
812,Data Analyst,$90K-$193K (Glassdoor est.),data analysis SQL data analysis Machine Learning Python Python SQL Python Python SQL,-1.0,Company_812,"New York, NY","San Francisco, CA",201-500 employees,1846,Non-profit,Biotech,Technology,$10M-$100M,None
813,Senior Data Scientist,$61K-$236K (Glassdoor est.),Machine Learning data analysis SQL Machine Learning SQL Python data analysis Python data analysis data analysis,2.3,Company_813,"New York, NY","New York, NY",51-200 employees,1960,Other,IT Services,Healthcare,$1M-$10M,Unknown
814,Senior Data Scientist,$83K-$204K (Glassdoor est.),SQL statistics statistics Machine Learning statistics Python Machine Learning Machine Learning SQL data analysis,1.4,Company_814,Other,Other,201-500 employees,1824,Other,Biotech,Technology,Unknown,"Company A, Company B"
815,Machine Learning Engineer,$58K-$240K (Glassdoor est.),data analysis SQL data analysis Python Python Machine Learning SQL Machine Learning Python Machine Learning,-1.0,Company_815,"New York, NY","Chicago, IL",1000+ employees,1833,Public,Other,Other,$10M-$100M,"Company A, Company B"
816,Senior Data Scientist,$63K-$151K (Glassdoor est.),statistics Machine Learning Python Machine Learning Python Machine Learning data analysis data analysis Machine Learning Machine Learning,4.6,Company_816,"New York, NY","San Francisco, CA",201-500 employees,1820,Public,Healthcare,Technology,$100M-$1B,-1
817,Machine Learning Engineer,-1,data analysis data analysis Machine Learning statistics data analysis Machine Learning data analysis statistics Python statistics,4.3,Company_817,Other,"Chicago, IL",1-50 employees,1954,Non-profit,Finance,Finance,Unknown,"Company A, Company B"
818,Data Scientist,$71K-$256K (Glassdoor est.),data analysis statistics data analysis data analysis Machine Learning SQL Machine Learning statistics data analysis data analysis,1.7,Company_818,"New York, NY",Other,51-200 employees,1984,Non-profit,Finance,Technology,$1M-$10M,-1
819,Data Analyst,$98K-$240K (Glassdoor est.),Python data analysis SQL Machine Learning data analysis statistics Machine Learning Python Machine Learning Python,2.9,Company_819,"New York, NY","Chicago, IL",51-200 employees,1973,Public,IT Services,Other,$10M-$100M,Unknown
820,Machine Learning Engineer,$62K-$273K (Glassdoor est.),statistics Python SQL Machine Learning SQL SQL data analysis SQL Machine Learning data analysis,2.7,Company_820,"San Francisco, CA","San Francisco, CA",51-200 employees,-1,Non-profit,Other,Other,Unknown,None
821,Machine Learning Engineer,$123K-$208K (Glassdoor est.),data analysis Machine Learning SQL statistics statistics Python data analysis SQL Python Python,4.6,Company_821,"New York, NY","Chicago, IL",1-50 employees,2011,Non-profit,Other,Technology,$1M-$10M,"Company A, Company B"
822,Machine Learning Engineer,$59K-$159K (Glassdoor est.),data analysis statistics data analysis Machine Learning statistics SQL SQL SQL SQL SQL,4.9,Company_822,"Washington, DC","San Francisco, CA",201-500 employees,1949,Private,IT Services,Healthcare,$10M-$100M,-1
823,Senior Data Scientist,$90K-$217K (Glassdoor est.),Machine Learning SQL statistics SQL SQL Python statistics Machine Learning statistics SQL,2.2,Company_823,Other,Other,1000+ employees,1828,Other,Healthcare,Other,$1M-$10M,Unknown
824,Machine Learning Engineer,$59K-$238K (Glassdoor est.),Machine Learning data analysis data analysis SQL Machine Learning SQL SQL SQL statistics Python,1.5,Company_824,"San Francisco, CA","New York, NY",51-200 employees,1833,Public,Healthcare,Other,$10M-$100M,None
825,Data Scientist,$98K-$192K (Glassdoor est.),Python statistics data analysis Python data analysis Python Machine Learning data analysis data analysis SQL,3.2,Company_825,"New York, NY",Other,1000+ employees,-1,Public,IT Services,Other,Unknown,None
826,Senior Data Scientist,$120K-$174K (Glassdoor est.),Python statistics data analysis SQL SQL Python Machine Learning Python statistics Machine Learning,4.9,Company_826,"Washington, DC","Chicago, IL",51-200 employees,1828,Public,Other,Business Services,$100M-$1B,None
827,Data Analyst,$128K-$274K (Glassdoor est.),statistics SQL statistics statistics Machine Learning statistics SQL statistics Python data analysis,2.4,Company_827,"Washington, DC",Other,201-500 employees,1937,Public,Other,Technology,$10M-$100M,None
828,Data Scientist,$105K-$193K (Glassdoor est.),SQL Machine Learning statistics SQL data analysis SQL Python SQL Machine Learning Python,4.5,Company_828,"Chicago, IL","New York, NY",1-50 employees,2015,Non-profit,Other,Other,Unknown,None
829,Machine Learning Engineer,$105K-$191K (Glassdoor est.),Python data analysis data analysis Python statistics statistics data analysis SQL Machine Learning Python,3.9,Company_829,"New York, NY",Other,51-200 employees,-1,Private,Healthcare,Healthcare,$1M-$10M,-1
830,Data Scientist,-1,Python statistics statistics data analysis statistics Python statistics Python Python Machine Learning,2.6,Company_830,"Washington, DC",Other,51-200 employees,1938,Private,IT Services,Technology,$100M-$1B,None
831,Machine Learning Engineer,$74K-$255K (Glassdoor est.),SQL data analysis statistics SQL SQL data analysis SQL statistics Python statistics,3.6,Company_831,"San Francisco, CA","San Francisco, CA",1-50 employees,1993,Public,Other,Business Services,$100M-$1B,"Company A, Company B"
832,Data Scientist,$142K-$289K (Glassdoor est.),statistics Python SQL Machine Learning Machine Learning Python Python statistics Python statistics,1.5,Company_832,"Washington, DC","San Francisco, CA",1-50 employees,1987,Non-profit,Biotech,Technology,$100M-$1B,"Company A, Company B"
833,Senior Data Scientist,$86K-$227K (Glassdoor est.),Python Machine Learning statistics statistics Machine Learning Python data analysis data analysis SQL Machine Learning,-1.0,Company_833,Other,"Chicago, IL",1000+ employees,1937,Other,IT Services,Business Services,$100M-$1B,-1
834,Machine Learning Engineer,$56K-$251K (Glassdoor est.),statistics Python data analysis SQL data analysis data analysis Machine Learning data analysis statistics Python,3.8,Company_834,"New York, NY","Chicago, IL",51-200 employees,1865,Public,IT Services,Business Services,Unknown,None
835,Senior Data Scientist,$112K-$190K (Glassdoor est.),SQL Python statistics SQL Python Python Machine Learning statistics Python SQL,-1.0,Company_835,Other,"San Francisco, CA",1-50 employees,1909,Non-profit,Other,Other,$100M-$1B,"Company A, Company B"
836,Data Scientist,Unknown,Python data analysis SQL statistics data analysis Machine Learning Machine Learning statistics data analysis Python,3.0,Company_836,"New York, NY","Chicago, IL",51-200 employees,1931,Other,Other,Technology,$100M-$1B,"Company A, Company B"
837,Machine Learning Engineer,$87K-$273K (Glassdoor est.),Machine Learning data analysis Machine Learning statistics Python statistics SQL Python Python Python,3.3,Company_837,Other,"San Francisco, CA",1-50 employees,1832,Public,IT Services,Technology,$1M-$10M,-1
838,Data Analyst,$53K-$203K (Glassdoor est.),Python Python data analysis Python SQL Machine Learning Machine Learning SQL data analysis statistics,-1.0,Company_838,"New York, NY","Chicago, IL",1000+ employees,1897,Other,Other,Technology,$100M-$1B,None
839,Data Analyst,$87K-$171K (Glassdoor est.),Machine Learning Machine Learning SQL data analysis Machine Learning Python SQL data analysis statistics SQL,3.3,Company_839,"Chicago, IL","San Francisco, CA",1-50 employees,1802,Public,Finance,Business Services,$10M-$100M,"Company A, Company B"
840,Machine Learning Engineer,$64K-$229K (Glassdoor est.),statistics SQL statistics Machine Learning Machine Learning data analysis data analysis SQL Machine Learning Python,3.9,Company_840,"Washington, DC",Other,1000+ employees,1868,Non-profit,Biotech,Other,$1M-$10M,None
841,Data Scientist,$110K-$276K (Glassdoor est.),SQL data analysis statistics Python SQL Machine Learning Python Machine Learning SQL statistics,2.0,Company_841,"New York, NY","Chicago, IL",201-500 employees,1866,Public,IT Services,Healthcare,Unknown,Unknown
842,Data Analyst,$83K-$174K (Glassdoor est.),SQL Machine Learning statistics Python statistics Machine Learning SQL statistics statistics Python,2.6,Company_842,"San Francisco, CA",Other,201-500 employees,-1,Private,IT Services,Healthcare,Unknown,None
843,Machine Learning Engineer,$99K-$198K (Glassdoor est.),statistics SQL Python data analysis SQL data analysis Python statistics Machine Learning statistics,3.3,Company_843,Other,"San Francisco, CA",201-500 employees,1912,Private,Biotech,Business Services,$1M-$10M,-1
844,Data Analyst,$98K-$245K (Glassdoor est.),SQL SQL statistics Machine Learning SQL Python Python data analysis data analysis statistics,2.7,Company_844,"New York, NY","New York, NY",51-200 employees,1942,Public,Biotech,Healthcare,$100M-$1B,-1
845,Machine Learning Engineer,$55K-$218K (Glassdoor est.),data analysis Python statistics data analysis statistics SQL statistics statistics SQL statistics,4.2,Company_845,"New York, NY","Chicago, IL",201-500 employees,1944,Public,Healthcare,Other,$100M-$1B,None
846,Data Scientist,$83K-$208K (Glassdoor est.),statistics statistics Machine Learning Python statistics Python SQL Machine Learning SQL statistics,3.6,Company_846,"Chicago, IL","Chicago, IL",1000+ employees,-1,Public,Healthcare,Other,$10M-$100M,Unknown
847,Data Scientist,$122K-$166K (Glassdoor est.),data analysis statistics Python Machine Learning Python statistics data analysis statistics statistics SQL,3.6,Company_847,"New York, NY","New York, NY",201-500 employees,-1,Non-profit,IT Services,Healthcare,Unknown,-1
848,Senior Data Scientist,$139K-$175K (Glassdoor est.),data analysis data analysis SQL Python statistics Python statistics SQL statistics Python,4.0,Company_848,"Washington, DC",Other,201-500 employees,2016,Private,IT Services,Business Services,$1M-$10M,Unknown
849,Data Analyst,-1,data analysis statistics Python Machine Learning data analysis data analysis Python Python SQL Python,4.0,Company_849,"New York, NY",Other,1000+ employees,1821,Non-profit,Finance,Other,Unknown,None
850,Senior Data Scientist,$102K-$209K (Glassdoor est.),data analysis Machine Learning data analysis SQL Python data analysis Machine Learning Python statistics statistics,1.4,Company_850,"San Francisco, CA","Chicago, IL",51-200 employees,1811,Public,Other,Other,$1M-$10M,-1
851,Data Scientist,$99K-$284K (Glassdoor est.),SQL SQL statistics SQL statistics Python Machine Learning Machine Learning statistics data analysis,1.6,Company_851,Other,"New York, NY",51-200 employees,-1,Private,Finance,Healthcare,$1M-$10M,Unknown
852,Machine Learning Engineer,$118K-$272K (Glassdoor est.),data analysis data analysis SQL Python statistics data analysis Machine Learning SQL statistics data analysis,3.3,Company_852,"New York, NY",Other,1-50 employees,1985,Private,Other,Healthcare,Unknown,"Company A, Company B"
853,Data Scientist,$80K-$272K (Glassdoor est.),statistics statistics Machine Learning data analysis statistics SQL data analysis SQL SQL Machine Learning,3.3,Company_853,"Washington, DC","Chicago, IL",51-200 employees,2010,Other,Finance,Finance,$100M-$1B,Unknown
854,Data Scientist,$100K-$159K (Glassdoor est.),Machine Learning statistics statistics Python Python statistics SQL Machine Learning Machine Learning data analysis,-1.0,Company_854,"Washington, DC",Other,1-50 employees,1851,Other,Other,Other,Unknown,-1
855,Machine Learning Engineer,$116K-$297K (Glassdoor est.),Python data analysis data analysis Machine Learning statistics SQL Machine Learning statistics SQL data analysis,2.2,Company_855,"New York, NY","Chicago, IL",1-50 employees,1986,Public,IT Services,Business Services,Unknown,"Company A, Company B"
856,Senior Data Scientist,$129K-$188K (Glassdoor est.),Machine Learning data analysis statistics Machine Learning Python data analysis SQL data analysis statistics Machine Learning,4.5,Company_856,"San Francisco, CA","Chicago, IL",201-500 employees,2013,Other,Finance,Finance,$10M-$100M,Unknown
857,Data Analyst,$146K-$265K (Glassdoor est.),SQL data analysis SQL data analysis statistics Machine Learning Machine Learning statistics statistics data analysis,4.2,Company_857,"New York, NY","New York, NY",201-500 employees,1883,Private,Biotech,Other,$10M-$100M,Unknown
858,Data Scientist,$71K-$205K (Glassdoor est.),data analysis data analysis Python Machine Learning Python statistics Python statistics statistics data analysis,4.8,Company_858,"Washington, DC","Chicago, IL",1000+ employees,1871,Public,Healthcare,Business Services,Unknown,-1
859,Data Scientist,$66K-$161K (Glassdoor est.),statistics SQL statistics SQL statistics SQL Machine Learning Python Machine Learning statistics,1.4,Company_859,"San Francisco, CA",Other,201-500 employees,1930,Other,Biotech,Technology,$100M-$1B,Unknown
860,Data Analyst,$137K-$262K (Glassdoor est.),SQL data analysis SQL data analysis Machine Learning SQL Machine Learning SQL statistics statistics,4.2,Company_860,"Chicago, IL","San Francisco, CA",1000+ employees,1914,Other,Biotech,Healthcare,$100M-$1B,-1
861,Data Scientist,$130K-$188K (Glassdoor est.),statistics SQL data analysis data analysis statistics SQL statistics Python data analysis data analysis,4.1,Company_861,"New York, NY","San Francisco, CA",1-50 employees,1810,Private,IT Services,Finance,Unknown,-1
862,Data Analyst,$83K-$232K (Glassdoor est.),SQL Machine Learning Python SQL SQL data analysis SQL statistics statistics data analysis,2.7,Company_862,"New York, NY","San Francisco, CA",51-200 employees,1830,Non-profit,IT Services,Technology,$1M-$10M,Unknown
863,Data Analyst,$58K-$173K (Glassdoor est.),statistics SQL Python Machine Learning statistics data analysis Machine Learning data analysis Machine Learning SQL,4.8,Company_863,"Chicago, IL","New York, NY",51-200 employees,1935,Non-profit,Other,Business Services,$1M-$10M,"Company A, Company B"
864,Data Analyst,$100K-$292K (Glassdoor est.),data analysis Python Python Machine Learning statistics Machine Learning SQL data analysis Machine Learning SQL,-1.0,Company_864,"Chicago, IL","New York, NY",1-50 employees,1870,Private,Healthcare,Business Services,Unknown,-1
865,Machine Learning Engineer,$85K-$284K (Glassdoor est.),statistics Python statistics statistics statistics SQL Machine Learning Python statistics Machine Learning,1.1,Company_865,Other,"Chicago, IL",1-50 employees,1837,Non-profit,IT Services,Finance,$100M-$1B,-1
866,Senior Data Scientist,$51K-$284K (Glassdoor est.),Python Machine Learning data analysis SQL Machine Learning statistics statistics SQL SQL data analysis,1.6,Company_866,"Chicago, IL","Chicago, IL",51-200 employees,1802,Other,Finance,Business Services,$10M-$100M,None
867,Senior Data Scientist,$64K-$257K (Glassdoor est.),SQL Python SQL Python data analysis statistics Machine Learning Machine Learning Machine Learning Machine Learning,2.8,Company_867,"Washington, DC","New York, NY",201-500 employees,1842,Public,Healthcare,Other,Unknown,Unknown
868,Machine Learning Engineer,$122K-$300K (Glassdoor est.),statistics Machine Learning data analysis statistics statistics data analysis data analysis statistics statistics SQL,4.6,Company_868,"Chicago, IL","New York, NY",1-50 employees,1986,Public,Biotech,Other,Unknown,Unknown
869,Senior Data Scientist,$62K-$178K (Glassdoor est.),SQL statistics statistics SQL SQL statistics Python statistics statistics SQL,1.7,Company_869,"San Francisco, CA",Other,51-200 employees,1990,Private,Biotech,Business Services,$1M-$10M,Unknown
870,Senior Data Scientist,$62K-$224K (Glassdoor est.),Machine Learning Python statistics data analysis Machine Learning Machine Learning SQL statistics data analysis data analysis,3.2,Company_870,"Washington, DC","Chicago, IL",1-50 employees,-1,Other,IT Services,Other,$10M-$100M,Unknown
871,Senior Data Scientist,$94K-$256K (Glassdoor est.),data analysis data analysis Machine Learning statistics Machine Learning Machine Learning Python data analysis Machine Learning Machine Learning,1.9,Company_871,"San Francisco, CA","New York, NY",51-200 employees,-1,Non-profit,Finance,Healthcare,Unknown,None
872,Data Scientist,$133K-$275K (Glassdoor est.),statistics Python Machine Learning Machine Learning Python SQL statistics Python data analysis Python,2.3,Company_872,"New York, NY","New York, NY",1000+ employees,1800,Private,Biotech,Healthcare,$1M-$10M,Unknown
873,Machine Learning Engineer,$110K-$160K (Glassdoor est.),data analysis Machine Learning statistics data analysis data analysis Machine Learning data analysis statistics statistics SQL,4.6,Company_873,"San Francisco, CA","San Francisco, CA",201-500 employees,1994,Private,Other,Finance,$100M-$1B,Unknown
874,Senior Data Scientist,$101K-$187K (Glassdoor est.),Machine Learning Machine Learning data analysis SQL Machine Learning statistics statistics Python Machine Learning data analysis,4.6,Company_874,"New York, NY","New York, NY",1000+ employees,1815,Public,Healthcare,Finance,$1M-$10M,"Company A, Company B"
875,Machine Learning Engineer,$137K-$253K (Glassdoor est.),SQL Python data analysis data analysis SQL Python statistics data analysis Machine Learning data analysis,3.6,Company_875,"New York, NY","New York, NY",201-500 employees,-1,Private,IT Services,Business Services,$10M-$100M,Unknown
876,Senior Data Scientist,-1,data analysis SQL data analysis data analysis Python Python data analysis Machine Learning Python Python,1.1,Company_876,Other,"New York, NY",1000+ employees,1896,Private,Healthcare,Technology,$100M-$1B,-1
877,Senior Data Scientist,$56K-$272K (Glassdoor est.),statistics Machine Learning statistics SQL Machine Learning data analysis Python SQL Python SQL,2.1,Company_877,"Washington, DC",Other,51-200 employees,1874,Private,Healthcare,Business Services,$10M-$100M,-1
878,Machine Learning Engineer,$97K-$156K (Glassdoor est.),data analysis statistics Machine Learning Python Machine Learning SQL statistics data analysis SQL data analysis,-1.0,Company_878,"San Francisco, CA",Other,201-500 employees,1903,Public,Finance,Business Services,$1M-$10M,-1
879,Data Analyst,$88K-$230K (Glassdoor est.),Machine Learning Python data analysis statistics Python SQL Python statistics Machine Learning Python,2.6,Company_879,"Chicago, IL","New York, NY",201-500 employees,1951,Public,Finance,Healthcare,$100M-$1B,Unknown
880,Machine Learning Engineer,$112K-$176K (Glassdoor est.),SQL Python statistics Machine Learning statistics statistics Python data analysis Python SQL,4.9,Company_880,Other,"New York, NY",1000+ employees,-1,Non-profit,Finance,Technology,$10M-$100M,None
881,Data Analyst,$79K-$185K (Glassdoor est.),SQL statistics statistics Machine Learning Machine Learning statistics data analysis statistics Python Python,3.3,Company_881,Other,"San Francisco, CA",1-50 employees,-1,Public,Finance,Healthcare,Unknown,Unknown
882,Data Scientist,$145K-$264K (Glassdoor est.),statistics Python Python Machine Learning statistics statistics statistics SQL SQL SQL,1.1,Company_882,"Chicago, IL","Chicago, IL",1000+ employees,1946,Public,Healthcare,Healthcare,Unknown,None
883,Machine Learning Engineer,$91K-$219K (Glassdoor est.),Python Machine Learning statistics Machine Learning data analysis statistics statistics statistics statistics Machine Learning,4.1,Company_883,"Washington, DC","Chicago, IL",1-50 employees,1945,Public,IT Services,Technology,$10M-$100M,Unknown
884,Data Analyst,$127K-$173K (Glassdoor est.),SQL Machine Learning Python Machine Learning SQL SQL SQL statistics Python Machine Learning,4.1,Company_884,"Washington, DC",Other,51-200 employees,1831,Public,Other,Finance,Unknown,None
885,Senior Data Scientist,$77K-$255K (Glassdoor est.),SQL statistics statistics statistics statistics data analysis statistics Python Machine Learning data analysis,1.6,Company_885,"Washington, DC",Other,1-50 employees,1903,Non-profit,Biotech,Finance,$100M-$1B,Unknown
886,Data Scientist,$147K-$283K (Glassdoor est.),SQL Machine Learning Machine Learning Machine Learning SQL Machine Learning SQL SQL Machine Learning Python,1.4,Company_886,Other,"New York, NY",201-500 employees,1805,Other,Biotech,Finance,$100M-$1B,-1
887,Machine Learning Engineer,$57K-$282K (Glassdoor est.),statistics Machine Learning Machine Learning Python Python Python Machine Learning data analysis SQL statistics,3.3,Company_887,"Chicago, IL","San Francisco, CA",201-500 employees,2019,Private,IT Services,Technology,$100M-$1B,None
888,Data Analyst,$58K-$230K (Glassdoor est.),data analysis data analysis data analysis Machine Learning Python statistics SQL Machine Learning statistics Machine Learning,3.5,Company_888,"Washington, DC","San Francisco, CA",201-500 employees,1898,Private,Healthcare,Finance,Unknown,-1
889,Data Analyst,$101K-$185K (Glassdoor est.),data analysis data analysis Machine Learning Python SQL Python statistics Python statistics statistics,1.9,Company_889,"New York, NY","New York, NY",51-200 employees,1989,Public,IT Services,Business Services,Unknown,-1
890,Machine Learning Engineer,$117K-$296K (Glassdoor est.),data analysis Machine Learning Python SQL data analysis statistics Python statistics statistics data analysis,4.2,Company_890,"San Francisco, CA",Other,201-500 employees,2010,Other,Finance,Technology,$10M-$100M,None
891,Data Analyst,Unknown,Python SQL SQL data analysis Python statistics SQL data analysis statistics Python,-1.0,Company_891,"New York, NY","Chicago, IL",201-500 employees,1975,Private,Healthcare,Finance,$100M-$1B,-1
892,Machine Learning Engineer,$75K-$165K (Glassdoor est.),SQL statistics statistics statistics statistics statistics SQL statistics Python Python,4.5,Company_892,Other,"San Francisco, CA",1000+ employees,1916,Private,IT Services,Healthcare,$1M-$10M,-1
893,Data Analyst,$108K-$163K (Glassdoor est.),SQL data analysis statistics Machine Learning Machine Learning statistics data analysis SQL statistics data analysis,4.2,Company_893,"New York, NY","Chicago, IL",1000+ employees,1948,Other,Other,Technology,$100M-$1B,Unknown
894,Senior Data Scientist,$140K-$201K (Glassdoor est.),SQL data analysis Machine Learning Machine Learning SQL statistics statistics Machine Learning data analysis data analysis,2.3,Company_894,"Chicago, IL","Chicago, IL",51-200 employees,1997,Private,Other,Other,$10M-$100M,Unknown
895,Machine Learning Engineer,$109K-$280K (Glassdoor est.),SQL data analysis Machine Learning data analysis SQL data analysis Python statistics Machine Learning Python,1.5,Company_895,"San Francisco, CA","New York, NY",1-50 employees,1917,Public,Finance,Business Services,$10M-$100M,None
896,Machine Learning Engineer,$65K-$158K (Glassdoor est.),SQL statistics SQL data analysis statistics SQL Machine Learning SQL Machine Learning Python,4.1,Company_896,"San Francisco, CA","San Francisco, CA",1-50 employees,1958,Other,Biotech,Other,$10M-$100M,None
897,Data Scientist,$112K-$265K (Glassdoor est.),Python statistics statistics statistics Machine Learning Machine Learning Python statistics Machine Learning Python,1.6,Company_897,Other,"New York, NY",51-200 employees,-1,Other,Other,Other,$100M-$1B,"Company A, Company B"
898,Senior Data Scientist,$110K-$292K (Glassdoor est.),SQL statistics Python data analysis statistics SQL data analysis Machine Learning Python Machine Learning,4.1,Company_898,"Washington, DC","New York, NY",201-500 employees,-1,Private,Finance,Healthcare,$10M-$100M,-1
899,Machine Learning Engineer,$70K-$217K (Glassdoor est.),Python statistics data analysis Python SQL SQL Machine Learning statistics SQL statistics,2.1,Company_899,"San Francisco, CA","San Francisco, CA",1-50 employees,1886,Non-profit,Healthcare,Other,$10M-$100M,-1
900,Data Analyst,$138K-$174K (Glassdoor est.),statistics SQL SQL data analysis SQL Python SQL Python Python Python,4.4,Company_900,"Washington, DC","San Francisco, CA",51-200 employees,2015,Other,Healthcare,Finance,$100M-$1B,Unknown
901,Data Analyst,$99K-$163K (Glassdoor est.),data analysis Machine Learning statistics Python SQL Machine Learning Machine Learning Python statistics Python,1.7,Company_901,"Chicago, IL",Other,201-500 employees,2018,Non-profit,Healthcare,Finance,$1M-$10M,-1
902,Data Analyst,$123K-$205K (Glassdoor est.),data analysis Machine Learning Machine Learning data analysis Python statistics SQL Python Python SQL,1.0,Company_902,"Washington, DC","Chicago, IL",51-200 employees,1940,Other,Healthcare,Finance,$1M-$10M,"Company A, Company B"
903,Data Scientist,$132K-$208K (Glassdoor est.),SQL Machine Learning statistics data analysis Python SQL data analysis Machine Learning Python data analysis,3.1,Company_903,"Washington, DC","Chicago, IL",51-200 employees,1866,Private,Biotech,Technology,$100M-$1B,Unknown
904,Machine Learning Engineer,$84K-$255K (Glassdoor est.),statistics statistics data analysis SQL data analysis Machine Learning data analysis data analysis data analysis SQL,4.6,Company_904,"Washington, DC","New York, NY",1000+ employees,1810,Other,Healthcare,Finance,$1M-$10M,None
905,Data Analyst,$149K-$153K (Glassdoor est.),statistics Machine Learning statistics Python Machine Learning SQL Python data analysis Python statistics,5.0,Company_905,"San Francisco, CA","New York, NY",51-200 employees,-1,Private,Biotech,Finance,Unknown,None
906,Data Scientist,$66K-$195K (Glassdoor est.),statistics statistics SQL Python statistics Python Machine Learning data analysis Machine Learning SQL,-1.0,Company_906,"New York, NY","San Francisco, CA",51-200 employees,2008,Other,Biotech,Other,$10M-$100M,-1
907,Data Scientist,$51K-$208K (Glassdoor est.),Machine Learning statistics SQL statistics Machine Learning Machine Learning data analysis Machine Learning SQL SQL,2.5,Company_907,"Chicago, IL",Other,1-50 employees,1950,Other,Finance,Other,$100M-$1B,None
908,Machine Learning Engineer,$89K-$221K (Glassdoor est.),SQL SQL data analysis SQL SQL Python Python statistics data analysis data analysis,1.3,Company_908,Other,"New York, NY",51-200 employees,1975,Public,Other,Healthcare,$1M-$10M,Unknown
909,Data Analyst,$98K-$240K (Glassdoor est.),statistics Machine Learning data analysis Machine Learning data analysis SQL Python Python data analysis SQL,-1.0,Company_909,"New York, NY","New York, NY",51-200 employees,1911,Other,Healthcare,Technology,$100M-$1B,Unknown
910,Senior Data Scientist,$77K-$270K (Glassdoor est.),statistics data analysis data analysis Python SQL Machine Learning Python SQL Machine Learning Python,4.3,Company_910,Other,"Chicago, IL",201-500 employees,-1,Non-profit,IT Services,Technology,$100M-$1B,None
911,Data Analyst,$116K-$252K (Glassdoor est.),Machine Learning data analysis SQL data analysis SQL data analysis Machine Learning Python Machine Learning data analysis,1.1,Company_911,"San Francisco, CA","New York, NY",1000+ employees,-1,Public,Finance,Finance,$10M-$100M,-1
912,Senior Data Scientist,$50K-$281K (Glassdoor est.),Python Machine Learning Machine Learning statistics Python statistics SQL statistics data analysis data analysis,2.5,Company_912,"San Francisco, CA","Chicago, IL",201-500 employees,1914,Non-profit,Biotech,Technology,Unknown,Unknown
913,Senior Data Scientist,$97K-$294K (Glassdoor est.),statistics data analysis data analysis Python Python statistics Python statistics SQL statistics,-1.0,Company_913,"Washington, DC","San Francisco, CA",51-200 employees,-1,Private,IT Services,Finance,$1M-$10M,"Company A, Company B"
914,Data Analyst,$127K-$223K (Glassdoor est.),SQL Python SQL statistics SQL statistics Machine Learning statistics Machine Learning data analysis,1.3,Company_914,"New York, NY","San Francisco, CA",201-500 employees,-1,Private,Biotech,Business Services,$100M-$1B,Unknown
915,Senior Data Scientist,$63K-$274K (Glassdoor est.),SQL Python Machine Learning statistics Python Machine Learning Machine Learning data analysis Python Machine Learning,1.3,Company_915,"New York, NY","Chicago, IL",1000+ employees,1881,Non-profit,Healthcare,Technology,$100M-$1B,"Company A, Company B"
916,Data Scientist,-1,Machine Learning statistics data analysis statistics statistics data analysis Python Machine Learning data analysis Python,1.2,Company_916,"New York, NY","Chicago, IL",51-200 employees,-1,Public,IT Services,Technology,$100M-$1B,Unknown
917,Data Scientist,$85K-$217K (Glassdoor est.),SQL SQL Python Python data analysis statistics statistics Machine Learning Python statistics,1.7,Company_917,"Chicago, IL",Other,1-50 employees,1965,Other,Other,Healthcare,Unknown,Unknown
918,Data Analyst,$133K-$227K (Glassdoor est.),statistics statistics Machine Learning statistics statistics statistics Python Python SQL SQL,1.8,Company_918,"Washington, DC","Chicago, IL",1-50 employees,1866,Public,Finance,Healthcare,$100M-$1B,"Company A, Company B"
919,Machine Learning Engineer,$116K-$212K (Glassdoor est.),Python statistics data analysis data analysis statistics SQL data analysis statistics Python data analysis,2.8,Company_919,"Washington, DC","New York, NY",201-500 employees,1836,Public,IT Services,Finance,$1M-$10M,Unknown
920,Data Scientist,$126K-$254K (Glassdoor est.),data analysis Python statistics Machine Learning Python statistics Python SQL Machine Learning statistics,1.6,Company_920,"Washington, DC",Other,51-200 employees,2006,Non-profit,Biotech,Technology,Unknown,"Company A, Company B"
921,Data Analyst,$137K-$186K (Glassdoor est.),Machine Learning statistics Python SQL SQL Machine Learning Machine Learning Python data analysis data analysis,1.9,Company_921,"New York, NY","Chicago, IL",1000+ employees,1804,Other,Finance,Healthcare,$10M-$100M,None
922,Senior Data Scientist,$133K-$278K (Glassdoor est.),Machine Learning Python Machine Learning Python statistics data analysis data analysis Python SQL statistics,1.1,Company_922,"Chicago, IL","New York, NY",1000+ employees,1866,Private,Healthcare,Business Services,Unknown,Unknown
923,Data Scientist,$83K-$258K (Glassdoor est.),SQL Python data analysis data analysis SQL statistics statistics data analysis Machine Learning SQL,2.8,Company_923,"Chicago, IL",Other,1000+ employees,1970,Other,Other,Other,Unknown,-1
924,Data Analyst,$144K-$160K (Glassdoor est.),statistics data analysis Machine Learning Machine Learning SQL statistics statistics Python data analysis SQL,1.6,Company_924,Other,"New York, NY",1-50 employees,-1,Other,Healthcare,Business Services,$1M-$10M,-1
925,Data Analyst,$123K-$199K (Glassdoor est.),Machine Learning Python statistics statistics Python Python SQL Python statistics data analysis,2.8,Company_925,"New York, NY",Other,1-50 employees,1882,Public,IT Services,Technology,$10M-$100M,None
